X,Y,Z,Settlement_carga_mm
0.0,15.331593715188916,-1.5550567507914863,0.14224163108713128
0.0,4.471749717870094,-0.8265352215782178,23.49075255056563
0.0,13.275821245743266,-4.7947226320888126,0.554194030377019
0.0,3.9669389317392736,-5.002578872665474,23.318053185445862
0.0,4.592588553065735,-5.009280877381394,18.594868223588023
0.0,4.909970945717815,-4.373335337112222,18.152540858299346
0.0,5.353331334504912,-5.0627904717243215,12.71590324694553
0.0,5.715273045223091,-4.3271862973332125,12.221080207672586
0.0,17.234311319349235,-4.769710835259533,0.13623842838134692
0.0,18.62435453912631,-2.4289857682608185,-0.10418948944484896
0.0,2.227342798594113,-5.640142716588586,21.349511361613196
0.0,3.3607486076286492,-5.032798108069088,25.57231995003137
0.0,0.6625249008956349,-5.115655448280307,26.422956371604485
0.0,5.575306282909829,-0.7601593485141098,16.651327270570974
0.0,6.004967679370825,-1.6401218880118593,13.81722788024453
0.0,7.007809531768932,-1.9370123379042292,8.733412895839663
0.0,6.216124067816698,-2.5577734653446234,11.704311156387632
0.0,7.181077451374641,-3.0995984744249014,7.352445679820235
0.0,5.265996198856027,-3.6932314992285704,16.523736820915047
0.0,8.037999705826353,-1.1367044795020895,5.745380396215381
0.0,1.3046183597731718,-5.641029988486437,21.765461055378225
0.0,9.4616264310378,-5.015453432182164,2.2059795262981368
0.0,6.320275694564107,-5.1487290369636645,8.043212606944735
0.0,5.172768288591285,-1.5135038710354225,19.58580496161902
0.0,5.377741460284195,-2.2332796841394558,17.77867510287153
0.0,6.889308423239235,-4.196010011510115,7.300985507452452
0.0,11.32604373122787,-4.839297562258487,1.1519815326634841
0.0,12.31608555739641,-3.2058749164954987,0.6841310156380871
0.0,14.324678643330273,-3.1552138657244972,0.30057576738023783
0.0,10.262541501934638,-3.20587097506213,1.6473230539963737
0.0,4.217923635771898,-5.712267422024489,16.27979740651719
0.0,8.538254760782252,-2.452677341906377,3.9880739761790522
0.0,15.253897304557379,-4.804930084567573,0.3010359973455934
0.0,3.039694532382595,-5.707449350144819,19.759043601314175
0.0,4.528406941901021,-1.3899516632653475,23.641171964204332
0.0,18.700328290320073,-3.9699333519797295,-0.04352099663340425
0.0,4.853076444342309,-2.693477120703804,21.837162855073615
0.0,11.601894473190349,-1.5628415294339186,0.8967930336097538
0.0,16.141296820019473,-3.171328286585572,0.13788982556090446
0.0,0.8971530099566547,-4.50308679604025,31.483103240476098
0.0,1.9832555414618027,-4.502770322109343,31.320578501267462
0.0,1.7142857142857115,-5.047549002050612,26.824892099276482
0.0,17.241331636030665,-1.6089342754539873,0.010500338012690236
0.0,13.46201338336598,-1.579831177074234,0.3636932142726437
0.0,8.39484488497627,-3.904918812416823,3.5388328344048716
0.0,4.513871414989888,-3.7598318499334105,25.173265838559516
0.0,6.134067485312436,-3.4722393204383004,11.293378262266387
0.0,4.880411178494035,-0.446638260815476,20.87631431329794
0.0,2.69468182332705,-5.157875977049499,25.299604511595376
0.0,3.1082981399860716,-4.512133414000692,30.79643781374483
0.0,4.9832592131847715,-5.735286788331092,12.167643217902423
0.0,3.6385686575788245,-5.581018750580774,19.57920725106308
0.0,5.4662221140634815,-2.9742235448363084,16.26298636791128
0.0,0.638047144342233,-5.81261124226984,20.411030724641535
0.0,5.758008605976545,-5.727381958856349,9.103670800030528
0.0,4.365976619945296,-2.6903741567631765,26.926623141985758
0.0,4.4132367382976865,-0.41416144654165876,23.53406935838123
0.0,18.794274503992725,-1.1366221809342338,-0.1515402649540647
0.0,1.2019362418821198,-4.960916152630519,27.683402169683532
0.0,18.804773517233468,-5.295428837447853,0.031721720333081294
0.0,17.588324520969152,-3.1897785035079282,0.023023342454450813
0.0,2.230614444648793,-4.97220502792761,27.297943272960225
0.0,0.42622129645617196,-4.463105618804663,31.83113552613392
0.0,4.941298197354502,-0.9722455855839209,20.7260194687197
0.0,4.950327027769228,-3.1953401791630953,20.610304344481918
3.4986869322644134,0.0,-3.2963912136302147,26.869589514527476
3.5563597927056785,0.0,-2.0634279623805494,24.714469672739725
6.780735211301794,0.0,-5.149033167973551,4.750220010701639
5.719567171906467,0.0,-0.8869522803583445,11.30667503055409
4.014054679035741,0.0,-5.657176138271322,12.91500663852915
8.65623260502152,0.0,-1.1525936534021737,2.78100505684867
2.674875181765204,0.0,-4.494475158052063,30.65450911475817
1.5084129826271138,0.0,-4.510393758946367,31.286422692997533
3.4695114657311414,0.0,-0.8496053988413736,24.408373543817362
12.18651888100086,0.0,-4.825635918585919,0.6556672385000013
3.259203558796748,0.0,-4.515806475260555,25.837837946521375
2.95550042619699,0.0,-5.029914158854209,23.730285140707196
13.636073493521831,0.0,-2.453476211688768,-0.0991474168515083
3.5429233941667206,0.0,-3.949566689458186,24.82901901584077
4.095182287588418,0.0,-3.5162803083954515,19.367393492652894
4.264955028593646,0.0,-4.208318592162303,16.15549010808499
4.933015696720581,0.0,-3.717373770032885,12.327439573501607
4.529416173949004,0.0,-2.999539527693675,16.404763261534228
5.424047364422198,0.0,-3.0268150622468957,10.700771560618278
2.3540860212338504,0.0,-5.015748673592432,26.122869525850604
1.2651148159012382,0.0,-5.7131922151368935,20.95466769712398
5.046930142003236,0.0,-4.611870263936689,10.143378058840199
4.775251564129872,0.0,-0.9891387778221272,16.59108411386802
5.194978981719242,0.0,-1.6990855933283786,13.641811119041108
6.2642731909957785,0.0,-1.7944310793548643,8.482562620343344
4.897453052382925,0.0,-5.626332826580628,9.002003236090374
8.37002408222724,0.0,-5.0359309932919505,2.6770442072703133
7.325157272786829,0.0,-3.7231199139144753,4.195975626556944
8.904745213328393,0.0,-3.6015038173651073,2.199673495223152
0.6449759250763721,0.0,-5.116888797841046,26.398879550171984
10.115523782749724,0.0,-4.90701522431464,1.4418497215446564
10.610124916605661,0.0,-3.079020616644862,1.0215482435486507
4.283616553520449,0.0,-1.7071857322361712,19.370253528043676
2.6273499135036675,0.0,-5.589954807279764,20.132097079196413
3.6004953899842023,0.0,-5.047291820645917,18.601996319602662
3.5579444908954376,0.0,-1.4362663764372776,24.33043572792306
13.636827676239278,0.0,-3.9809072172118127,0.13076447386846723
3.4883462036075588,0.0,-2.693036983927465,26.060988133928745
0.9411738172855653,0.0,-4.526504857062325,31.263882780084387
10.522985180717013,0.0,-1.4105483374575183,1.087666369105932
12.20303760143708,0.0,-1.4875590814844326,0.3331027152678132
12.454516513760943,0.0,-3.165319809123159,0.40159531525844727
4.081838790993538,0.0,-2.451433473780889,20.53528133691387
3.834750724530523,0.0,-0.47741208456356077,22.17247385539804
7.032260282113009,0.0,-0.9247124430887217,6.368662597498371
7.746086763855845,0.0,-2.356641279558974,3.952810869228017
6.4338957890657795,0.0,-2.880072096169469,6.841069452871395
2.0889036677259503,0.0,-4.497498424841805,31.144235541956263
4.048743269183463,0.0,-0.9894221228314128,21.111860621701524
5.949615081734707,0.0,-4.043796770328856,7.34845154538705
3.2324269144726725,0.0,-5.704056154175202,16.61526706796613
4.268204341020481,0.0,-4.948005084451516,14.236382391937994
1.9355939914541276,0.0,-5.539292021247536,21.888552197506016
0.6308172527688888,0.0,-5.819417248641756,20.321694111310165
3.9398885154206416,0.0,-2.9957682754409145,21.435676582852338
1.274621233338219,0.0,-5.080854940886759,26.541521149011942
4.863852658465412,0.0,-2.370111705645569,14.954658914196656
5.687769418448617,0.0,-5.176206605763944,7.001243645209655
1.832323579275852,0.0,-4.9287575639029795,27.577602647577862
3.4122017212132167,0.0,-0.4159121487971458,24.509424919639088
13.799292742175199,0.0,-1.1453140244307303,-0.2633515594504843
13.789538495581477,0.0,-5.3088086271595465,0.37623207413703597
3.7853377541231366,0.0,-4.537040865112237,19.390940573495925
0.43722994847238744,0.0,-4.468035900921226,31.773100122688987
9.346898642788197,0.0,-2.365930225616653,1.8398269202023698
4.377922657257339,0.0,-0.49119459704342017,19.019541705074175
2.2803810770533377,0.0,-5.993181023310447,17.216785899116985
5.6692180861880415,0.0,-2.3366108445874048,10.447384991600657
0.5270868760481657,2.0085771976557454,-4.0,35.311097159350055
2.529768236403684,1.4145744114599017,-4.0,35.248044327705074
2.518300005279408,2.5874050406474915,-4.0,35.07070129956138
1.5077892239512707,0.5136871967923945,-4.0,35.408708973368405
1.4633495874999425,3.507035625844333,-4.0,34.993063765719995
0.43152491761867906,0.8652653413229237,-4.0,35.43586811805706
0.519409397284715,3.0890755717864,-4.0,35.130829345290735
2.1131921906023763,0.5705516719383,-4.0,35.36196992123841
1.759358575298814,1.0613482372997212,-4.0,35.34924710581262
1.2407081421139552,1.046753101007702,-4.0,35.39113918322688
1.4936483899256088,1.547095122978344,-4.0,35.317905922911635
0.9525561107796309,1.5334180910394217,-4.0,35.35231961914174
1.2202112853601867,2.033782618582874,-4.0,35.271189770614356
1.8034908742663351,2.014256482407995,-4.0,35.23044056557383
1.5300932145493025,2.5525230916906128,-4.0,35.166104364136444
0.872454851341521,2.5347388179958994,-4.0,35.20914502012339
1.1590345711745074,3.0028136376541332,-4.0,35.11058265050792
2.0522194669085523,3.4442198164789177,-4.0,34.9505929785645
2.4205255999565836,1.998353714382564,-4.0,35.183440066690125
0.8869311943005757,0.5677912112356421,-4.0,35.439699386848815
0.8938528111315676,3.530970178866471,-4.0,35.02813411110094
2.51623670642256,3.1236168890272644,-4.0,34.96703949744625
2.038965999618378,2.8584696827061746,-4.0,35.06630550294389
2.5683572364228966,0.8784233104798839,-4.0,35.30340592087154
0.4400538855886612,1.4140054415963261,-4.0,35.38399243775477
2.025269134792956,1.550674276670788,-4.0,35.27625514738004
0.3799223923371715,2.55972941045033,-4.0,35.22418684286234
2.0622751387340013,2.4022016023669677,-4.0,35.14851645232609
2.58037043235553,0.4192625986949491,-4.0,35.32878637661645
2.5687593308652024,3.5764830116941773,-4.0,34.86621528974668
0.4213233108302409,3.5868962379139617,-4.0,35.03974482923064
0.40760899288330377,0.40865524266598846,-4.0,35.46510306356288
1.6050922048143927,3.0448504485357226,-4.0,35.06960036034134
0.7903548500803005,1.0854466372404032,-4.0,35.4066458969028
2.199189074704145,1.0951143815697189,-4.0,35.31109193349191
2.0749999999999997,4.0,-3.4883333333333333,34.84144494273876
1.5,4.0,-3.5,34.89881870609996
0.9249999999999999,4.0,-3.4883333333333333,34.942154707436984
0.4499999999999999,4.0,-3.43,34.96602862399904
2.5500000000000003,4.0,-3.429999999999999,34.78250699885102
0.26684305150631715,4.0,-3.7436224489795924,34.968465225860854
1.567149035820768,4.0,-0.49849700862775626,24.46243390914671
1.5261636168873531,4.0,-2.4999719585367917,31.176643664156302
0.5153518402038495,4.0,-1.4370434378396904,26.56013149421932
2.488866224262277,4.0,-1.391986759870829,24.285617182695177
0.48247445451709503,4.0,-0.8577044379654319,25.841035179879555
0.9978517798714519,4.0,-1.1471861744180538,26.062104934165447
0.9796947109731751,4.0,-1.7650275950034597,27.43586359379367
1.5093799520142952,4.0,-1.49516746564605,26.253671644804655
2.4810780537398163,4.0,-0.8431719319784334,23.066244257886837
2.4337548471709476,4.0,-2.023379110917323,26.4312290616471
0.49190646811081495,4.0,-2.0610271602436496,28.184398323427402
0.9430281924559277,4.0,-2.4180833967467534,30.2606320220262
2.0798193416467945,4.0,-2.492036066261984,30.43743977839668
1.8106973714091312,4.0,-1.99102862174737,27.8217441263605
0.9480550100876456,4.0,-0.5265130627732,25.39576417729363
2.132243644373016,4.0,-0.46405385909221675,23.17534161735763
1.948924812976402,4.0,-1.0280511967142436,24.310867264840056
2.0226631001780877,4.0,-1.550224093404486,25.57274247123999
2.553454117002202,4.0,-2.5483841844800406,30.240785409082207
0.4461875881880636,4.0,-2.5487313403950522,30.00361276013176
2.578520359059423,4.0,-0.4083179035193205,21.91258556534568
0.4185624788783278,4.0,-0.4051531063059608,25.52836790579839
1.3572449630320877,4.0,-2.0518257230483212,28.865006375887276
1.4466052026131246,4.0,-0.9658200883259775,25.121506981787846
1.3862967957299388,9.884388973509195,0.0,2.4234593667182196
3.506170204983439,3.7159852786065084,0.0,19.113286624393623
3.4520843275427247,4.352433105421904,0.0,17.23066611128033
13.370563774463294,9.010993663520113,0.0,-0.04458180319105054
4.115252713040495,3.994802527324801,0.0,16.049404393749086
4.097506910514718,4.868647767203949,0.0,12.908377031188195
4.930786835664119,4.304678216179708,0.0,11.304452438465347
4.926125963276366,5.386327483788065,0.0,9.140296929545968
6.623413049891363,18.289191127803253,0.0,-0.07788016997054115
5.880423739865453,4.723412031456937,0.0,7.29429500563748
5.903437403474587,5.862477964955746,0.0,5.582235203409368
6.951798659223536,5.14976388017757,0.0,4.460675636927391
6.9789012304714335,6.444511622102352,0.0,3.064745654876674
2.10066422398078,4.519154790012376,0.0,20.638922445745848
3.544466512308322,1.985524078083618,0.0,22.7469546524499
1.5141725739970133,13.390421165722014,0.0,0.5304196413409272
13.275087394729397,12.929383964929821,0.0,-0.009543512028812984
8.097420588146301,5.675006608678555,0.0,2.409947722311699
8.124108173759842,7.07185541671099,0.0,1.745429037193702
6.96178453288098,7.7798850006051214,0.0,2.0715420688086112
8.097157031901101,8.492077857918831,0.0,1.1950589538326426
6.867929384701593,9.251009338853596,0.0,1.4198053635833787
5.643126379745378,0.8900078257228798,0.0,12.124310823579236
0.892928808363296,6.681535233385177,0.0,10.783667635775998
8.15041688632202,10.008916292564514,0.0,0.7152365969001835
6.827557480171283,10.823624627341566,0.0,0.8192579313102044
4.952912075542831,6.420942305798705,0.0,6.410700227678774
9.279826893778093,6.354423346627536,0.0,1.2453742846186913
10.07724328706658,18.326878173928492,0.0,-0.10083295468282927
8.300749590924198,11.630282150238376,0.0,0.39652301939548806
6.855875880050989,12.463203809098136,0.0,0.4339718035032263
6.854832238827836,3.872213595963416,0.0,5.832920472271866
9.312393584730794,4.754686670404316,0.0,1.7253980879462176
8.34747959614877,13.377083515429385,0.0,0.22459995196462046
4.752046289617505,3.349816570724049,0.0,14.272574127068566
10.556996591585667,5.541316072789074,0.0,0.8502774007091318
5.404829440283177,11.608233378608649,0.0,0.7146613547195386
5.381643793294352,13.308472859537819,0.0,0.4466983250265457
10.537650082955398,3.9633123416548592,0.0,1.1182103643508299
3.2529406659431523,5.169921206305733,0.0,15.194822300845033
9.846685772280546,10.612023528191111,0.0,0.3611835916902635
2.7791640730229594,18.25827048294523,0.0,-0.07975260265473594
3.824309135312538,0.4765548776911928,0.0,22.126131226933794
0.899942935834008,4.480126811323617,0.0,22.542540134713363
10.581094301149593,7.11067578098896,0.0,0.6659581102800871
12.087919354907608,1.658111979980415,0.0,0.4803805451312826
8.730465084135336,1.4153803920789616,0.0,2.962468197076049
5.695793142796546,8.465086018152773,0.0,2.342709101479386
